ID ,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
12710,2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
12711,2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
12712,2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
12713,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
12714,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
12715,2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M
12716,2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
12717,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
12718,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
12719,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
12720,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
12721,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M
12722,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M
12723,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M
12724,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M
12725,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
12726,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
12727,2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L
